date,title,artist,streams,year
2018-01-25,God's Plan,Drake,8510227,2018
2018-01-26,God's Plan,Drake,8553009,2018
2018-01-27,God's Plan,Drake,7564339,2018
2018-01-28,God's Plan,Drake,6646096,2018
2018-01-29,God's Plan,Drake,7272380,2018
2018-01-30,God's Plan,Drake,7468471,2018
2018-01-31,God's Plan,Drake,7341621,2018
2018-02-01,God's Plan,Drake,7247715,2018
2018-02-02,God's Plan,Drake,7464209,2018
2018-02-03,God's Plan,Drake,6940304,2018
2018-02-04,God's Plan,Drake,6213030,2018
2018-02-05,God's Plan,Drake,6311657,2018
2018-02-06,God's Plan,Drake,7007942,2018
2018-02-07,God's Plan,Drake,6983322,2018
2018-02-08,God's Plan,Drake,6929941,2018
2018-02-09,God's Plan,Drake,7119016,2018
2018-02-10,God's Plan,Drake,6659137,2018
2018-02-11,God's Plan,Drake,5873870,2018
2018-02-12,God's Plan,Drake,6321091,2018
2018-02-13,God's Plan,Drake,6333005,2018
2018-02-14,God's Plan,Drake,6275105,2018
2018-02-15,God's Plan,Drake,6369214,2018
2018-02-16,God's Plan,Drake,6974844,2018
2018-02-17,God's Plan,Drake,7335476,2018
2018-02-18,God's Plan,Drake,6848151,2018
2018-02-19,God's Plan,Drake,7436649,2018
2018-02-20,God's Plan,Drake,7764821,2018
2018-02-21,God's Plan,Drake,7827544,2018
2018-02-22,God's Plan,Drake,7709062,2018
2018-02-23,God's Plan,Drake,8125866,2018
2018-02-24,God's Plan,Drake,7989851,2018
2018-02-25,God's Plan,Drake,7085101,2018
2018-02-26,God's Plan,Drake,7523928,2018
2018-02-27,God's Plan,Drake,7718935,2018
2018-02-28,God's Plan,Drake,7649390,2018
2018-03-01,God's Plan,Drake,7572795,2018
2018-03-02,God's Plan,Drake,7817732,2018
2018-03-03,God's Plan,Drake,7712192,2018
2018-03-04,God's Plan,Drake,6848163,2018
2018-03-05,God's Plan,Drake,7134377,2018
2018-03-06,God's Plan,Drake,7191823,2018
2018-03-07,God's Plan,Drake,6946558,2018
2018-03-08,God's Plan,Drake,6786181,2018
2018-03-09,God's Plan,Drake,7138002,2018
2018-03-10,God's Plan,Drake,7102035,2018
2018-03-11,God's Plan,Drake,6314205,2018
2018-03-12,God's Plan,Drake,6491702,2018
2018-03-13,God's Plan,Drake,6512872,2018
2018-03-14,God's Plan,Drake,6455106,2018
2018-03-15,God's Plan,Drake,6397985,2018
2018-03-16,God's Plan,Drake,6818152,2018
2018-03-17,God's Plan,Drake,6593858,2018
2018-03-18,God's Plan,Drake,5724771,2018
2018-03-19,God's Plan,Drake,6053011,2018
2018-03-20,God's Plan,Drake,6244506,2018
2018-03-21,God's Plan,Drake,6234349,2018
2018-03-22,God's Plan,Drake,6170764,2018
2018-03-23,God's Plan,Drake,6566177,2018
2018-03-24,God's Plan,Drake,6461269,2018
2018-03-25,God's Plan,Drake,5578380,2018
2018-03-26,God's Plan,Drake,5834178,2018
2018-03-27,God's Plan,Drake,5822714,2018
2018-03-28,God's Plan,Drake,5966554,2018
2018-03-29,God's Plan,Drake,6081975,2018
2018-03-30,Call Out My Name,The Weeknd,6473226,2018
2018-03-31,God's Plan,Drake,5663288,2018
2018-04-01,God's Plan,Drake,5054452,2018
2018-04-02,Call Out My Name,The Weeknd,5837317,2018
2018-04-03,Call Out My Name,The Weeknd,5889466,2018
2018-04-04,Call Out My Name,The Weeknd,5504314,2018
2018-04-05,God's Plan,Drake,5470229,2018
2018-04-06,God's Plan,Drake,5696307,2018
2018-04-07,God's Plan,Drake,5560608,2018
2018-04-08,God's Plan,Drake,4868514,2018
2018-04-09,Nice For What,Drake,5440842,2018
2018-04-10,Nice For What,Drake,5773576,2018
2018-04-11,Nice For What,Drake,5976019,2018
2018-04-12,Nice For What,Drake,5952886,2018
2018-04-13,Nice For What,Drake,6443974,2018
2018-04-14,Nice For What,Drake,5758268,2018
2018-04-15,Nice For What,Drake,4747134,2018
2018-04-16,Nice For What,Drake,5596703,2018
2018-04-17,Nice For What,Drake,5965375,2018
2018-04-18,Nice For What,Drake,6008355,2018
2018-04-19,Nice For What,Drake,5941551,2018
2018-04-20,Nice For What,Drake,6259912,2018
2018-04-21,Nice For What,Drake,5699211,2018
2018-04-22,Nice For What,Drake,5001928,2018
2018-04-23,Nice For What,Drake,5547376,2018
2018-04-24,Nice For What,Drake,5615290,2018
2018-04-25,Nice For What,Drake,5340441,2018
2018-04-26,Nice For What,Drake,5235326,2018
2018-04-27,Psycho (feat. Ty Dolla $ign),Post Malone,6418506,2018
2018-04-28,Psycho (feat. Ty Dolla $ign),Post Malone,5811278,2018
2018-04-29,Psycho (feat. Ty Dolla $ign),Post Malone,5041308,2018
2018-04-30,Better Now,Post Malone,6090230,2018
2018-05-01,Better Now,Post Malone,5764613,2018
2018-05-02,Better Now,Post Malone,5843143,2018
2018-05-03,Better Now,Post Malone,5671922,2018
2018-05-04,Better Now,Post Malone,5463560,2018
2018-05-05,Better Now,Post Malone,4968789,2018
2018-05-06,Better Now,Post Malone,4399583,2018
2018-05-07,Better Now,Post Malone,5110006,2018
2018-05-08,Better Now,Post Malone,5104709,2018
2018-05-09,This Is America,Childish Gambino,5237347,2018
2018-05-10,This Is America,Childish Gambino,5154401,2018
2018-05-11,This Is America,Childish Gambino,5762441,2018
2018-05-12,This Is America,Childish Gambino,4799762,2018
2018-05-13,This Is America,Childish Gambino,4218689,2018
2018-05-14,This Is America,Childish Gambino,5040897,2018
2018-05-15,This Is America,Childish Gambino,4926627,2018
2018-05-16,This Is America,Childish Gambino,4788153,2018
2018-05-17,This Is America,Childish Gambino,4489976,2018
2018-05-18,Better Now,Post Malone,4525340,2018
2018-05-19,Better Now,Post Malone,4098496,2018
2018-05-20,Better Now,Post Malone,3784020,2018
2018-05-21,Better Now,Post Malone,4241615,2018
2018-05-22,Better Now,Post Malone,4522825,2018
2018-05-23,Better Now,Post Malone,4620076,2018
2018-05-24,Better Now,Post Malone,4560245,2018
2018-05-25,Better Now,Post Malone,4596928,2018
2018-05-26,One Kiss (with Dua Lipa),Calvin Harris,4273212,2018
2018-05-27,One Kiss (with Dua Lipa),Calvin Harris,3786705,2018
2018-05-28,One Kiss (with Dua Lipa),Calvin Harris,4041183,2018
2018-05-29,Better Now,Post Malone,4208830,2018
2018-05-30,Better Now,Post Malone,4341916,2018
2018-05-31,Better Now,Post Malone,4320448,2018
2018-06-01,Better Now,Post Malone,4399694,2018
2018-06-02,All Mine,Kanye West,4536998,2018
2018-06-03,Better Now,Post Malone,3750407,2018
2018-06-04,Better Now,Post Malone,4126025,2018
2018-06-05,Better Now,Post Malone,4222372,2018
2018-06-06,Better Now,Post Malone,4335769,2018
2018-06-07,Better Now,Post Malone,4381904,2018
2018-06-08,Better Now,Post Malone,4629925,2018
2018-06-09,Better Now,Post Malone,4385254,2018
2018-06-10,Better Now,Post Malone,3861720,2018
2018-06-11,Better Now,Post Malone,4346724,2018
2018-06-12,Better Now,Post Malone,4515053,2018
2018-06-13,Better Now,Post Malone,4591681,2018
2018-06-14,Better Now,Post Malone,4470959,2018
2018-06-15,Better Now,Post Malone,4397277,2018
2018-06-16,Better Now,Post Malone,4170532,2018
2018-06-17,Better Now,Post Malone,3636778,2018
2018-06-18,Better Now,Post Malone,3984003,2018
2018-06-19,SAD!,XXXTENTACION,10415088,2018
2018-06-20,SAD!,XXXTENTACION,7872837,2018
2018-06-21,SAD!,XXXTENTACION,7147019,2018
2018-06-22,SAD!,XXXTENTACION,6439012,2018
2018-06-23,SAD!,XXXTENTACION,5597648,2018
2018-06-24,SAD!,XXXTENTACION,4938607,2018
2018-06-25,SAD!,XXXTENTACION,5123381,2018
2018-06-26,SAD!,XXXTENTACION,4961099,2018
2018-06-27,SAD!,XXXTENTACION,4700544,2018
2018-06-28,SAD!,XXXTENTACION,4936821,2018
2018-06-29,Nonstop,Drake,9298297,2018
2018-06-30,Nonstop,Drake,7557154,2018
2018-07-01,Nonstop,Drake,6026239,2018
2018-07-02,Don’t Matter To Me,"Drake, Michael Jackson",5898868,2018
2018-07-03,Don’t Matter To Me,"Drake, Michael Jackson",5629479,2018
2018-07-04,Don’t Matter To Me,"Drake, Michael Jackson",5740200,2018
2018-07-05,Don’t Matter To Me,"Drake, Michael Jackson",5333620,2018
2018-07-06,Don’t Matter To Me,"Drake, Michael Jackson",4978163,2018
2018-07-07,Don’t Matter To Me,"Drake, Michael Jackson",4605923,2018
2018-07-08,In My Feelings,Drake,4545670,2018
2018-07-09,In My Feelings,Drake,5987395,2018
2018-07-10,In My Feelings,Drake,7190081,2018
2018-07-11,In My Feelings,Drake,7623494,2018
2018-07-12,In My Feelings,Drake,8472330,2018
2018-07-13,In My Feelings,Drake,9360547,2018
2018-07-14,In My Feelings,Drake,9397012,2018
2018-07-15,In My Feelings,Drake,8829012,2018
2018-07-16,In My Feelings,Drake,9665341,2018
2018-07-17,In My Feelings,Drake,9580274,2018
2018-07-18,In My Feelings,Drake,9657593,2018
2018-07-19,In My Feelings,Drake,9474238,2018
2018-07-20,In My Feelings,Drake,9847333,2018
2018-07-21,In My Feelings,Drake,9346540,2018
2018-07-22,In My Feelings,Drake,8482002,2018
2018-07-23,In My Feelings,Drake,9318877,2018
2018-07-24,In My Feelings,Drake,9552389,2018
2018-07-25,In My Feelings,Drake,9216754,2018
2018-07-26,In My Feelings,Drake,9037738,2018
2018-07-27,In My Feelings,Drake,9447171,2018
2018-07-28,In My Feelings,Drake,9175861,2018
2018-07-29,In My Feelings,Drake,8113104,2018
2018-07-30,In My Feelings,Drake,8444184,2018
2018-07-31,In My Feelings,Drake,8397516,2018
2018-08-01,In My Feelings,Drake,8083074,2018
2018-08-02,In My Feelings,Drake,7948021,2018
2018-08-03,In My Feelings,Drake,8291491,2018
2018-08-04,In My Feelings,Drake,8287678,2018
2018-08-05,In My Feelings,Drake,7404110,2018
2018-08-06,In My Feelings,Drake,7529513,2018
2018-08-07,In My Feelings,Drake,7477701,2018
2018-08-08,In My Feelings,Drake,7295230,2018
2018-08-09,In My Feelings,Drake,7150027,2018
2018-08-10,In My Feelings,Drake,7305609,2018
2018-08-11,In My Feelings,Drake,7112938,2018
2018-08-12,In My Feelings,Drake,6260680,2018
2018-08-13,In My Feelings,Drake,6412500,2018
2018-08-14,In My Feelings,Drake,6318218,2018
2018-08-15,In My Feelings,Drake,6045364,2018
2018-08-16,In My Feelings,Drake,5950534,2018
2018-08-17,In My Feelings,Drake,6182147,2018
2018-08-18,In My Feelings,Drake,6100794,2018
2018-08-19,In My Feelings,Drake,5412272,2018
2018-08-20,In My Feelings,Drake,5408211,2018
2018-08-21,In My Feelings,Drake,5438353,2018
2018-08-22,In My Feelings,Drake,5314377,2018
2018-08-23,In My Feelings,Drake,5301314,2018
2018-08-24,In My Feelings,Drake,5529313,2018
2018-08-25,In My Feelings,Drake,5402095,2018
2018-08-26,In My Feelings,Drake,4785390,2018
2018-08-27,In My Feelings,Drake,4789182,2018
2018-08-28,In My Feelings,Drake,4862604,2018
2018-08-29,In My Feelings,Drake,4792229,2018
2018-08-30,In My Feelings,Drake,4777014,2018
2018-08-31,The Ringer,Eminem,5186590,2018
2018-09-01,Lucky You (feat. Joyner Lucas),Eminem,4929412,2018
2018-09-02,In My Feelings,Drake,4242365,2018
2018-09-03,Lucky You (feat. Joyner Lucas),Eminem,4692653,2018
2018-09-04,Lucky You (feat. Joyner Lucas),Eminem,5360080,2018
2018-09-05,Lucky You (feat. Joyner Lucas),Eminem,5146328,2018
2018-09-06,Lucky You (feat. Joyner Lucas),Eminem,4798694,2018
2018-09-07,Lucky You (feat. Joyner Lucas),Eminem,4641794,2018
2018-09-08,In My Feelings,Drake,4305313,2018
2018-09-09,In My Feelings,Drake,3778997,2018
2018-09-10,I Love It (& Lil Pump),Kanye West,4244234,2018
2018-09-11,I Love It (& Lil Pump),Kanye West,4867315,2018
2018-09-12,I Love It (& Lil Pump),Kanye West,4996474,2018
2018-09-13,I Love It (& Lil Pump),Kanye West,4989832,2018
2018-09-14,I Love It (& Lil Pump),Kanye West,5466955,2018
2018-09-15,I Love It (& Lil Pump),Kanye West,4987581,2018
2018-09-16,I Love It (& Lil Pump),Kanye West,4460474,2018
2018-09-17,I Love It (& Lil Pump),Kanye West,5072605,2018
2018-09-18,I Love It (& Lil Pump),Kanye West,5111881,2018
2018-09-19,I Love It (& Lil Pump),Kanye West,5029892,2018
2018-09-20,I Love It (& Lil Pump),Kanye West,5018754,2018
2018-09-21,I Love It (& Lil Pump),Kanye West,5323860,2018
2018-09-22,I Love It (& Lil Pump),Kanye West,5068605,2018
2018-09-23,I Love It (& Lil Pump),Kanye West,4309748,2018
2018-09-24,I Love It (& Lil Pump),Kanye West,4724562,2018
2018-09-25,I Love It (& Lil Pump),Kanye West,4665258,2018
2018-09-26,I Love It (& Lil Pump),Kanye West,4622594,2018
2018-09-27,I Love It (& Lil Pump),Kanye West,4554678,2018
2018-09-28,Mona Lisa (feat. Kendrick Lamar),Lil Wayne,5808198,2018
2018-09-29,I Love It (& Lil Pump),Kanye West,4325269,2018
2018-09-30,I Love It (& Lil Pump),Kanye West,3788029,2018
2018-10-01,I Love It (& Lil Pump),Kanye West,4137192,2018
2018-10-02,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",DJ Snake,4345445,2018
2018-10-03,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",DJ Snake,4418652,2018
2018-10-04,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",DJ Snake,4552667,2018
2018-10-05,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",DJ Snake,4901070,2018
2018-10-06,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",DJ Snake,4809871,2018
2018-10-07,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",DJ Snake,3946437,2018
2018-10-08,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",DJ Snake,4310896,2018
2018-10-09,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",DJ Snake,4506666,2018
2018-10-10,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",DJ Snake,4821644,2018
2018-10-11,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",DJ Snake,5401691,2018
2018-10-12,MIA (feat. Drake),Bad Bunny,6592787,2018
2018-10-13,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",DJ Snake,5544129,2018
2018-10-14,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",DJ Snake,4864122,2018
2018-10-15,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",DJ Snake,5300626,2018
2018-10-16,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",DJ Snake,5393637,2018
2018-10-17,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",DJ Snake,5524798,2018
2018-10-18,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",DJ Snake,5612591,2018
2018-10-19,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",DJ Snake,5932448,2018
2018-10-20,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",DJ Snake,5880538,2018
2018-10-21,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",DJ Snake,5016799,2018
2018-10-22,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",DJ Snake,5513119,2018
2018-10-23,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",DJ Snake,5661519,2018
2018-10-24,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",DJ Snake,5734134,2018
2018-10-25,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",DJ Snake,5847314,2018
2018-10-26,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",DJ Snake,6116909,2018
2018-10-27,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",DJ Snake,6126857,2018
2018-10-28,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",DJ Snake,5148068,2018
2018-10-29,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",DJ Snake,5405445,2018
2018-10-30,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",DJ Snake,5664598,2018
2018-10-31,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",DJ Snake,6255332,2018
2018-11-01,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",DJ Snake,5766438,2018
2018-11-02,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",DJ Snake,5846038,2018
2018-11-03,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",DJ Snake,5783993,2018
2018-11-04,"thank u, next",Ariana Grande,6135358,2018
2018-11-05,"thank u, next",Ariana Grande,8197811,2018
2018-11-06,"thank u, next",Ariana Grande,8568106,2018
2018-11-07,"thank u, next",Ariana Grande,9013838,2018
2018-11-08,"thank u, next",Ariana Grande,9139628,2018
2018-11-09,"thank u, next",Ariana Grande,9606415,2018
2018-11-10,"thank u, next",Ariana Grande,8293841,2018
2018-11-11,"thank u, next",Ariana Grande,7369666,2018
2018-11-12,"thank u, next",Ariana Grande,8181956,2018
2018-11-13,"thank u, next",Ariana Grande,8108043,2018
2018-11-14,"thank u, next",Ariana Grande,7776490,2018
2018-11-15,"thank u, next",Ariana Grande,7271348,2018
2018-11-16,"thank u, next",Ariana Grande,7043835,2018
2018-11-17,"thank u, next",Ariana Grande,6488660,2018
2018-11-18,"thank u, next",Ariana Grande,5727318,2018
2018-11-19,"thank u, next",Ariana Grande,6276521,2018
2018-11-20,"thank u, next",Ariana Grande,6343338,2018
2018-11-21,"thank u, next",Ariana Grande,6322594,2018
2018-11-22,"thank u, next",Ariana Grande,5928835,2018
2018-11-23,"thank u, next",Ariana Grande,5491961,2018
2018-11-24,"thank u, next",Ariana Grande,5388071,2018
2018-11-25,"thank u, next",Ariana Grande,5043377,2018
2018-11-26,"thank u, next",Ariana Grande,5506283,2018
2018-11-27,"thank u, next",Ariana Grande,5745127,2018
2018-11-28,"thank u, next",Ariana Grande,5675141,2018
2018-11-29,"thank u, next",Ariana Grande,5564167,2018
2018-11-30,"thank u, next",Ariana Grande,6064230,2018
2018-12-01,"thank u, next",Ariana Grande,6950362,2018
2018-12-02,"thank u, next",Ariana Grande,6644376,2018
2018-12-03,"thank u, next",Ariana Grande,7450416,2018
2018-12-04,"thank u, next",Ariana Grande,7409217,2018
2018-12-05,"thank u, next",Ariana Grande,7193968,2018
2018-12-06,"thank u, next",Ariana Grande,6507379,2018
2018-12-07,"thank u, next",Ariana Grande,6320840,2018
2018-12-08,"thank u, next",Ariana Grande,5905830,2018
2018-12-09,"thank u, next",Ariana Grande,5262121,2018
2018-12-10,"thank u, next",Ariana Grande,5692453,2018
2018-12-11,"thank u, next",Ariana Grande,5719227,2018
2018-12-12,"thank u, next",Ariana Grande,5757968,2018
2018-12-13,"thank u, next",Ariana Grande,5701102,2018
2018-12-14,"thank u, next",Ariana Grande,6001988,2018
2018-12-15,"thank u, next",Ariana Grande,5640314,2018
2018-12-16,"thank u, next",Ariana Grande,4982335,2018
2018-12-17,"thank u, next",Ariana Grande,5283642,2018
2018-12-18,"thank u, next",Ariana Grande,5164801,2018
2018-12-19,"thank u, next",Ariana Grande,5058926,2018
2018-12-20,"thank u, next",Ariana Grande,5019201,2018
2018-12-21,All I Want for Christmas Is You,Mariah Carey,5073944,2018
2018-12-22,All I Want for Christmas Is You,Mariah Carey,5535926,2018
2018-12-23,All I Want for Christmas Is You,Mariah Carey,5963547,2018
2018-12-24,All I Want for Christmas Is You,Mariah Carey,10819009,2018
2018-12-25,All I Want for Christmas Is You,Mariah Carey,8449779,2018
2018-12-26,"thank u, next",Ariana Grande,4118864,2018
2018-12-27,"thank u, next",Ariana Grande,4410493,2018
2018-12-28,Wow.,Post Malone,4570136,2018
2018-12-29,"thank u, next",Ariana Grande,4327612,2018
2018-12-30,"thank u, next",Ariana Grande,4075888,2018
2018-12-31,"thank u, next",Ariana Grande,5268836,2018
2019-01-01,"thank u, next",Ariana Grande,3978028,2019
2019-01-02,Sunflower - Spider-Man: Into the Spider-Verse,"Post Malone, Swae Lee",4323160,2019
2019-01-03,Sunflower - Spider-Man: Into the Spider-Verse,"Post Malone, Swae Lee",4426149,2019
2019-01-04,Sunflower - Spider-Man: Into the Spider-Verse,"Post Malone, Swae Lee",4403984,2019
2019-01-05,Sunflower - Spider-Man: Into the Spider-Verse,"Post Malone, Swae Lee",4221599,2019
2019-01-06,Sunflower - Spider-Man: Into the Spider-Verse,"Post Malone, Swae Lee",3960017,2019
2019-01-07,Sunflower - Spider-Man: Into the Spider-Verse,"Post Malone, Swae Lee",4529456,2019
2019-01-08,Sunflower - Spider-Man: Into the Spider-Verse,"Post Malone, Swae Lee",4586728,2019
2019-01-09,Sunflower - Spider-Man: Into the Spider-Verse,"Post Malone, Swae Lee",4628104,2019
2019-01-10,Sunflower - Spider-Man: Into the Spider-Verse,"Post Malone, Swae Lee",4800110,2019
2019-01-11,Sunflower - Spider-Man: Into the Spider-Verse,"Post Malone, Swae Lee",4941806,2019
2019-01-12,Sunflower - Spider-Man: Into the Spider-Verse,"Post Malone, Swae Lee",4671266,2019
2019-01-13,Sunflower - Spider-Man: Into the Spider-Verse,"Post Malone, Swae Lee",4252391,2019
2019-01-14,Sunflower - Spider-Man: Into the Spider-Verse,"Post Malone, Swae Lee",4688801,2019
2019-01-15,Sunflower - Spider-Man: Into the Spider-Verse,"Post Malone, Swae Lee",4828919,2019
2019-01-16,Sunflower - Spider-Man: Into the Spider-Verse,"Post Malone, Swae Lee",4885230,2019
2019-01-17,Sunflower - Spider-Man: Into the Spider-Verse,"Post Malone, Swae Lee",4859172,2019
2019-01-18,7 rings,Ariana Grande,8554577,2019
2019-01-19,7 rings,Ariana Grande,9452208,2019
2019-01-20,7 rings,Ariana Grande,8629311,2019
2019-01-21,7 rings,Ariana Grande,9388832,2019
2019-01-22,7 rings,Ariana Grande,9513234,2019
2019-01-23,7 rings,Ariana Grande,9253267,2019
2019-01-24,7 rings,Ariana Grande,9000952,2019
2019-01-25,7 rings,Ariana Grande,9092057,2019
2019-01-26,7 rings,Ariana Grande,8276605,2019
2019-01-27,7 rings,Ariana Grande,7251748,2019
2019-01-28,7 rings,Ariana Grande,8110663,2019
2019-01-29,7 rings,Ariana Grande,8117751,2019
2019-01-30,7 rings,Ariana Grande,7913302,2019
2019-01-31,7 rings,Ariana Grande,7803938,2019
2019-02-01,7 rings,Ariana Grande,8132240,2019
2019-02-02,7 rings,Ariana Grande,7908629,2019
2019-02-03,7 rings,Ariana Grande,6950834,2019
2019-02-04,7 rings,Ariana Grande,7308633,2019
2019-02-05,7 rings,Ariana Grande,7239327,2019
2019-02-06,7 rings,Ariana Grande,7160679,2019
2019-02-07,7 rings,Ariana Grande,7208649,2019
2019-02-08,7 rings,Ariana Grande,10445538,2019
2019-02-09,7 rings,Ariana Grande,9486847,2019
2019-02-10,7 rings,Ariana Grande,8142754,2019
2019-02-11,7 rings,Ariana Grande,8742010,2019
2019-02-12,7 rings,Ariana Grande,8614808,2019
2019-02-13,7 rings,Ariana Grande,8359840,2019
2019-02-14,7 rings,Ariana Grande,8093283,2019
2019-02-15,7 rings,Ariana Grande,7890363,2019
2019-02-16,7 rings,Ariana Grande,7352515,2019
2019-02-17,7 rings,Ariana Grande,6368522,2019
2019-02-18,7 rings,Ariana Grande,6744000,2019
2019-02-19,7 rings,Ariana Grande,6793536,2019
